Example Number,Gorgias Code,NL Translation
139,":- dynamic cloudy_day/0, deadline_missed/0
rule(r1, do_laundry, []) :- cloudy_day.
rule(r2, order_taxi, []) :- cloudy_day.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- deadline_missed.
rule(c1, prefer(p2, p1), []).
complement(order_taxi, do_laundry).
complement(do_laundry, order_taxi).","If it's a cloudy day, I can either do laundry or order a taxi. Usually, I choose to do laundry. However, if I’ve missed a deadline, I order a taxi instead. I can’t do laundry and order a taxi at the same time."
791,":- dynamic got_bonus/0, moving_house/0
rule(r1, meditate, []) :- got_bonus.
rule(r2, give_presentation, []) :- got_bonus.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- moving_house.
rule(c1, prefer(p2, p1), []).
complement(give_presentation, meditate).
complement(meditate, give_presentation).","If I receive a bonus, I can either meditate or give a presentation. Generally, I choose to meditate. However, if I am moving house, I give a presentation instead. I can’t meditate and give a presentation at the same time."
316,":- dynamic tax_refund/0.
rule(r1, read_book, []) :- tax_refund.
rule(r2, cycling_session, []) :- tax_refund.
rule(p1, prefer(r1, r2), []).
complement(cycling_session, read_book).
complement(read_book, cycling_session).","If I get a tax refund, I can either read a book or go for a cycling session. Generally, I choose to read a book. I can’t read a book and go for a cycling session at the same time."
133,":- dynamic weekend/0, invitation_from_friend/0, friend_in_town/0, expensive_event/0.
rule(r1, plan_meals, []) :- weekend.
rule(r2, attend_concert, []) :- invitation_from_friend.
rule(p1, prefer(r1, r2), []) :- weekend, invitation_from_friend.
rule(p2, prefer(r2, r1), []) :- weekend, invitation_from_friend, friend_in_town.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- expensive_event.
rule(c3, prefer(c2, c1), []).
complement(attend_concert, plan_meals).
complement(plan_meals, attend_concert).","If it's the weekend, I plan my meals. If I receive an invitation from a friend, I attend the concert. But if it's both the weekend and I have an invitation from a friend, I usually plan my meals. However, if my friend is in town, I attend the concert instead. If there is an expensive event, I tend to plan my meals. I can’t plan my meals and attend the concert at the same time."
192,":- dynamic subscription_due/0
rule(r1, host_dinner_party, []).
rule(r2, finish_report, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- subscription_due.
rule(c1, prefer(p2, p1), []).
complement(finish_report, host_dinner_party).
complement(host_dinner_party, finish_report).","I can either host a dinner party or finish my report. Usually, I choose to host the dinner party. However, if my subscription is due, I tend to finish the report instead. I can’t host the dinner party and finish the report at the same time."
12,":- dynamic good_weather/0, cloudy_day/0, extended_work_hours/0, holiday_season/0, low_budget/0.
rule(r1, use_subway, []) :- good_weather.
rule(r2, yoga_session, []) :- cloudy_day.
rule(p1, prefer(r1, r2), []) :- good_weather, cloudy_day.
rule(p2, prefer(r2, r1), []) :- good_weather, cloudy_day, extended_work_hours.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- holiday_season.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- low_budget.
rule(c5, prefer(c4, c3), []).
complement(yoga_session, use_subway).
complement(use_subway, yoga_session).","If the weather is good, I use the subway. If it's a cloudy day, I have a yoga session. But if it’s both good weather and a cloudy day, I usually take the subway. If I also have extended work hours, I choose to have a yoga session instead. However, if it’s holiday season, I tend to use the subway. If I'm on a low budget, I prefer to have a yoga session. I can’t use the subway and have a yoga session at the same time."
100,":- dynamic community_event/0, dusk/0, birthday_today/0.
rule(r1, book_ride_share, []) :- community_event.
rule(r2, drive_car, []) :- dusk.
rule(p1, prefer(r1, r2), []) :- community_event, dusk.
rule(p2, prefer(r2, r1), []) :- community_event, dusk, birthday_today.
rule(c1, prefer(p2, p1), []).
complement(drive_car, book_ride_share).
complement(book_ride_share, drive_car).","If there is a community event, I book a ride share. If it's dusk, I drive my car. But if it's both a community event and dusk, I usually book a ride share. If it's also my birthday today, I drive my car instead. I can’t book a ride share and drive my car at the same time."
329,":- dynamic , boss_in_office/0, family_emergency/0
rule(r1, prepare_report, []).
rule(r2, visit_museum, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- boss_in_office.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- family_emergency.
rule(c3, prefer(c2, c1), []).
complement(visit_museum, prepare_report).
complement(prepare_report, visit_museum).","I can either prepare a report or visit the museum. Usually, I prefer to prepare the report. However, if my boss is in the office, I choose to visit the museum instead. If there’s a family emergency, I usually prepare the report. I can’t prepare the report and visit the museum at the same time."
434,":- dynamic , unexpected_guest/0, new_neighbor/0
rule(r1, go_to_theater, []).
rule(r2, morning_run, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- unexpected_guest.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- new_neighbor.
rule(c3, prefer(c2, c1), []).
complement(morning_run, go_to_theater).
complement(go_to_theater, morning_run).","I can either go to the theater or go for a morning run. Usually, I prefer to go to the theater. However, if I have an unexpected guest, I go for the morning run instead. If I have a new neighbor, I tend to go to the theater. I can’t go to the theater and go for a morning run at the same time."
334,":- dynamic relationship_break/0, concert_nearby/0, team_project_due/0.
rule(r1, prepare_report, []) :- relationship_break.
rule(r2, update_project_plan, []) :- concert_nearby.
rule(p1, prefer(r1, r2), []) :- relationship_break, concert_nearby.
rule(p2, prefer(r2, r1), []) :- relationship_break, concert_nearby, team_project_due.
rule(c1, prefer(p2, p1), []).
complement(update_project_plan, prepare_report).
complement(prepare_report, update_project_plan).","If my relationship has ended, I prepare a report. If there is a concert nearby, I update the project plan. But if both my relationship has ended and there is a concert nearby, I usually prepare the report. If I also have a team project due, I prefer to update the project plan instead. I can’t prepare the report and update the project plan at the same time."
856,":- dynamic early_morning/0, medical_appointment/0, afternoon/0
rule(r1, take_picnic, []) :- early_morning.
rule(r2, schedule_meeting, []) :- early_morning.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- medical_appointment.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- afternoon.
rule(c3, prefer(c2, c1), []).
complement(schedule_meeting, take_picnic).
complement(take_picnic, schedule_meeting).","If it's early morning, I can either take a picnic or schedule a meeting. Usually, I choose to take a picnic. However, if I have a medical appointment, I schedule the meeting instead. If it's the afternoon, I tend to take a picnic again. I can’t take a picnic and schedule a meeting at the same time."
106,":- dynamic , new_restaurant_to_try/0, got_bonus/0
rule(r1, reply_emails, []).
rule(r2, go_to_theater, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- new_restaurant_to_try.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- got_bonus.
rule(c3, prefer(c2, c1), []).
complement(go_to_theater, reply_emails).
complement(reply_emails, go_to_theater).","I can either reply to emails or go to the theater. Usually, I choose to reply to emails. However, if there’s a new restaurant I want to try, I go to the theater instead. If I got a bonus, I tend to reply to emails. I can’t reply to emails and go to the theater at the same time."
511,":- dynamic family_emergency/0.
rule(r1, attend_workshop, []) :- family_emergency.
rule(r2, finish_report, []) :- family_emergency.
rule(p1, prefer(r1, r2), []).
complement(finish_report, attend_workshop).
complement(attend_workshop, finish_report).","If there is a family emergency, I can either attend a workshop or finish my report. Generally, I choose to attend the workshop. I can’t attend the workshop and finish my report at the same time."
370,":- dynamic client_feedback/0
rule(r1, read_book, []).
rule(r2, dispose_trash, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- client_feedback.
rule(c1, prefer(p2, p1), []).
complement(dispose_trash, read_book).
complement(read_book, dispose_trash).","I can either read a book or dispose of the trash. Usually, I prefer to read a book. However, if I have client feedback, I choose to dispose of the trash instead. I can’t read a book and dispose of the trash at the same time."
817,":- dynamic project_extension/0, good_weather/0, community_event/0, boss_in_office/0, good_investment/0.
rule(r1, go_to_restaurant, []) :- project_extension.
rule(r2, take_bus, []) :- good_weather.
rule(p1, prefer(r1, r2), []) :- project_extension, good_weather.
rule(p2, prefer(r2, r1), []) :- project_extension, good_weather, community_event.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- boss_in_office.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- good_investment.
rule(c5, prefer(c4, c3), []).
complement(take_bus, go_to_restaurant).
complement(go_to_restaurant, take_bus).","If I have a project extension, I go to a restaurant. If the weather is good, I take the bus. But if I have both a project extension and good weather, I usually go to the restaurant. However, if there is also a community event, I take the bus instead. If my boss is in the office, I usually prefer to go to the restaurant. But if I have a good investment opportunity, I prefer to take the bus. I can’t go to the restaurant and take the bus at the same time."
450,":- dynamic urgent_deadline/0, tax_refund/0, medical_appointment/0, windy_day/0.
rule(r1, prepare_report, []) :- urgent_deadline.
rule(r2, water_plants, []) :- tax_refund.
rule(p1, prefer(r1, r2), []) :- urgent_deadline, tax_refund.
rule(p2, prefer(r2, r1), []) :- urgent_deadline, tax_refund, medical_appointment.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- windy_day.
rule(c3, prefer(c2, c1), []).
complement(water_plants, prepare_report).
complement(prepare_report, water_plants).","If I have an urgent deadline, I prepare a report. If I receive a tax refund, I water the plants. But if I have both an urgent deadline and a tax refund, I usually prepare the report. If I also have a medical appointment, I choose to water the plants instead. However, if it’s a windy day, I tend to prepare the report. I can’t prepare a report and water the plants at the same time."
817,":- dynamic , night_time/0, got_bonus/0
rule(r1, join_fitness_class, []).
rule(r2, go_to_theater, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- night_time.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- got_bonus.
rule(c3, prefer(c2, c1), []).
complement(go_to_theater, join_fitness_class).
complement(join_fitness_class, go_to_theater).","I can either join a fitness class or go to the theater. Generally, I prefer to join the fitness class. However, if it’s nighttime, I choose to go to the theater instead. If I received a bonus, I usually go back to joining the fitness class. I can’t go to the theater and join the fitness class at the same time."
412,":- dynamic morning_rush/0, new_neighbor/0, financial_aid/0
rule(r1, water_plants, []) :- morning_rush.
rule(r2, rent_car, []) :- morning_rush.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- new_neighbor.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- financial_aid.
rule(c3, prefer(c2, c1), []).
complement(rent_car, water_plants).
complement(water_plants, rent_car).","If it's the morning rush, I can either water the plants or rent a car. Usually, I choose to water the plants. However, if I have a new neighbor, I rent a car instead. If I have financial aid, I go back to watering the plants. I can’t water the plants and rent a car at the same time."
288,":- dynamic moving_house/0, client_feedback/0
rule(r1, order_taxi, []) :- moving_house.
rule(r2, cycling_session, []) :- moving_house.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- client_feedback.
rule(c1, prefer(p2, p1), []).
complement(cycling_session, order_taxi).
complement(order_taxi, cycling_session).","If I’m moving house, I can either order a taxi or have a cycling session. Generally, I choose to order a taxi. However, if I receive feedback from a client, I opt for the cycling session instead. I can’t have a cycling session and order a taxi at the same time."
